hora,dia_semana,es_fin_semana,es_hora_pico,zona_origen,zona_destino,num_estaciones,num_transbordos,duracion_min,ocupacion_tren,clima
17,1,0,1,1,3,7,1,13.0,72.0,1
14,5,1,0,0,3,11,1,11.6,57.9,0
7,2,0,1,0,1,2,0,5,85.0,0
9,4,0,0,4,4,1,0,5,10.1,1
10,1,0,0,0,1,7,0,12.4,54.1,1
8,2,0,1,2,1,7,0,14.6,63.6,0
15,5,1,0,2,0,12,0,23.1,42.5,0
7,2,0,1,3,1,8,0,6.0,59.4,0
7,3,0,1,0,1,6,0,5.8,49.4,0
7,4,0,1,3,1,8,1,14.4,93.5,0
7,1,0,1,1,3,9,1,16.1,70.6,0
10,6,1,0,4,2,12,1,31.9,38.1,1
14,0,0,0,1,4,14,0,11.2,43.1,1
17,5,1,0,0,2,10,0,7.4,40.3,1
18,2,0,1,1,2,7,0,13.7,89.4,0
8,3,0,1,3,1,3,0,11.7,50.9,0
7,1,0,1,2,1,10,0,13.4,85.4,0
10,0,0,0,0,1,6,0,5.7,70.9,1
17,1,0,1,2,1,9,0,12.5,87.1,1
16,6,1,0,3,2,11,1,24.1,42.6,0
16,5,1,0,3,4,14,1,19.4,37.5,1
9,6,1,0,2,3,14,1,23.6,39.9,0
14,5,1,0,3,1,7,1,7.8,16.3,1
10,5,1,0,0,3,7,1,14.8,52.5,0
19,0,0,1,2,1,7,0,18.2,83.2,0
10,5,1,0,1,4,12,0,16.8,41.8,0
10,2,0,0,0,1,6,0,7.6,57.0,1
17,2,0,1,1,0,5,0,5,68.9,0
7,3,0,1,0,1,4,0,9.9,40.9,2
7,4,0,1,3,1,5,0,10.5,70.0,0
7,0,0,1,2,1,8,0,11.6,54.2,0
10,3,0,0,0,1,7,0,3,72.9,1
7,3,0,1,3,1,7,0,6.5,49.1,0
12,6,1,0,3,0,13,1,5.4,23.9,1
14,6,1,0,4,0,9,1,21.1,11.0,1
9,3,0,1,1,3,2,1,10.0,86.4,0
11,5,1,0,4,3,15,1,11.8,51.4,0
12,5,1,0,1,0,3,0,3,58.7,1
8,4,0,1,0,1,8,0,4.4,42.8,2
7,2,0,1,0,1,3,0,8.2,67.0,2
15,6,1,0,3,1,7,1,7.6,35.8,0
6,1,0,0,0,1,6,0,10.0,45.1,1
8,3,0,1,2,1,6,0,14.2,70.4,1
9,6,1,0,4,2,19,1,29.9,62.2,0
19,2,0,1,1,3,3,1,9.4,78.6,1
17,6,1,0,0,4,16,1,20.0,40.9,0
14,4,0,0,4,1,8,0,12.3,14.8,0
8,1,0,1,2,1,10,0,11.5,73.3,0
18,1,0,1,1,2,10,0,10.0,73.0,0
18,3,0,1,1,3,5,1,15.7,74.8,0
8,0,0,1,0,1,2,0,5.9,96.0,0
15,4,0,0,0,4,10,0,10.5,23.3,0
8,3,0,1,2,1,9,0,12.2,53.3,0
7,3,0,1,0,1,5,0,9.2,75.4,1
17,1,0,1,0,1,4,0,6.8,83.0,0
12,3,0,0,0,4,11,0,22.2,18.4,0
7,2,0,1,3,1,4,0,6.3,52.0,2
13,6,1,0,2,4,17,1,27.2,10,2
9,0,0,1,3,1,6,1,15.8,100,1
10,6,1,0,1,4,10,1,16.1,40.0,2
9,6,1,0,4,4,1,0,5,33.1,1
11,5,1,0,0,4,10,1,20.5,40.6,0
6,0,0,0,2,1,6,0,18.0,45.1,0
10,3,0,0,2,1,7,0,17.4,60.4,0
7,0,0,1,1,0,6,0,6.0,76.2,1
10,4,0,0,0,1,10,0,8.4,46.4,0
12,1,0,0,0,1,3,0,12.7,46.8,1
8,0,0,1,1,0,2,0,9.9,80.0,0
18,1,0,1,1,3,4,1,5,78.5,0
16,2,0,0,4,4,1,0,8.2,32.2,1
13,6,1,0,3,0,7,1,21.4,77.5,0
12,0,0,0,3,1,5,0,5.6,52.1,0
18,0,0,1,2,1,11,0,5,80.9,0
18,6,1,0,4,2,20,1,25.7,56.4,0
18,1,0,1,3,1,7,1,10.1,76.6,0
6,2,0,0,2,1,5,0,8.8,68.8,0
19,3,0,1,3,1,6,1,10.2,62.9,2
17,0,0,1,0,1,4,0,5.8,90.1,1
6,3,0,0,0,1,5,0,14.8,56.2,2
7,2,0,1,0,1,5,0,7.0,83.3,0
12,3,0,0,4,4,1,0,7.1,45.0,1
8,3,0,1,0,1,4,0,9.9,79.5,0
10,5,1,0,4,1,13,1,21.2,25.2,0
18,5,1,0,2,3,12,1,18.9,41.6,0
15,5,1,0,0,4,9,1,24.0,40.7,0
17,2,0,1,0,1,6,0,12.2,88.0,0
16,4,0,0,1,4,9,0,22.5,41.2,1
7,4,0,1,0,1,5,0,8.6,88.4,0
7,2,0,1,1,0,2,0,7.5,79.8,0
10,1,0,0,0,4,14,0,15.0,25.9,0
10,5,1,0,4,3,18,1,21.6,41.6,0
7,4,0,1,0,1,6,0,5.0,78.3,1
9,4,0,1,0,1,3,0,13.2,74.4,1
11,1,0,0,0,1,6,0,10.4,74.2,0
8,0,0,1,0,1,4,0,10.4,72.6,1
12,2,0,0,0,1,6,0,4.5,44.9,0
8,3,0,1,2,1,5,0,19.2,100,0
14,2,0,0,0,4,10,0,15.2,32.6,0
10,5,1,0,3,4,16,1,18.4,22.8,2
7,2,0,1,1,2,8,0,16.2,72.6,0
17,1,0,1,3,1,7,1,14.1,86.8,1
11,6,1,0,4,1,9,1,29.4,58.7,0
17,2,0,1,3,1,6,1,12.0,84.7,1
9,6,1,0,0,1,5,0,7.2,36.6,0
18,4,0,1,0,1,3,0,5,80.5,0
10,3,0,0,3,1,3,0,9.0,76.4,1
10,3,0,0,0,4,9,0,17.0,21.8,1
12,0,0,0,2,1,5,0,13.8,60.6,0
16,6,1,0,3,0,9,1,13.3,37.2,0
7,0,0,1,3,1,1,0,5.2,66.2,1
17,5,1,0,2,3,10,1,16.1,53.4,0
16,3,0,0,4,4,1,0,5,42.1,1
10,5,1,0,3,0,7,1,15.7,69.7,2
7,4,0,1,0,1,5,0,8.2,91.4,0
9,3,0,0,4,0,14,0,12.2,24.1,1
18,1,0,1,3,1,5,1,12.6,96.4,0
9,2,0,1,3,1,6,1,8.2,95.7,2
17,4,0,1,2,1,7,0,11.2,67.1,1
16,6,1,0,2,4,16,1,37.2,34.7,2
7,4,0,1,3,1,4,0,11.2,55.5,1
19,5,1,0,2,3,8,1,21.5,25.1,1
6,3,0,0,2,1,12,0,22.4,52.8,1
17,6,1,0,0,2,10,0,27.2,31.1,1
17,2,0,1,2,1,6,0,11.5,92.8,2
10,5,1,0,0,3,5,1,17.9,41.5,0
7,3,0,1,2,1,10,0,14.4,86.4,1
8,3,0,1,0,1,3,0,7.8,84.0,1
19,3,0,1,0,1,8,0,15.5,84.1,2
18,6,1,0,0,4,13,1,25.0,47.9,2
17,0,0,1,1,0,4,0,5,87.8,1
17,6,1,0,2,1,8,0,21.8,55.2,0
6,4,0,0,0,1,5,0,11.5,35.6,0
11,1,0,0,0,1,4,0,7.0,72.2,0
7,2,0,1,2,1,7,0,13.0,51.7,0
12,1,0,0,0,1,6,0,6.1,56.8,1
7,0,0,1,3,1,6,1,5,88.1,0
17,4,0,1,1,0,7,0,13.8,74.9,0
15,5,1,0,1,2,11,0,7.9,43.5,0
16,6,1,0,2,3,11,1,24.4,39.0,0
8,4,0,1,3,1,1,0,13.5,84.9,0
10,2,0,0,0,1,7,0,3.9,31.7,1
12,6,1,0,4,3,14,1,23.2,79.2,0
8,4,0,1,2,1,7,0,12.8,75.4,1
16,5,1,0,2,3,13,1,22.5,44.2,0
19,2,0,1,0,1,7,0,5,66.9,1
11,1,0,0,0,1,5,0,6.3,72.0,1
16,6,1,0,1,0,6,0,10.4,44.1,2
14,5,1,0,3,2,9,1,19.6,42.3,0
17,5,1,0,2,4,20,1,27.1,55.3,0
16,4,0,0,1,4,8,0,14.8,12.8,1
18,2,0,1,2,1,7,0,14.2,88.5,0
18,1,0,1,3,1,3,1,6.9,85.3,1
7,2,0,1,3,1,3,1,10.0,75.5,0
7,1,0,1,0,1,8,0,9.0,57.3,2
7,1,0,1,0,1,4,0,5.8,52.9,1
9,3,0,1,0,1,7,0,5,81.6,0
17,3,0,1,1,0,6,0,14.1,75.7,2
15,6,1,0,3,1,5,1,12.5,50.4,0
11,2,0,0,3,1,4,0,6.4,39.2,1
7,1,0,1,0,1,6,0,11.2,72.0,1
12,5,1,0,1,4,8,1,15.0,61.6,0
11,3,0,0,0,1,6,0,12.0,66.3,1
18,0,0,1,2,1,8,0,12.3,69.5,0
10,1,0,0,0,1,7,0,10.1,72.8,1
19,4,0,1,2,1,8,0,12.4,80.4,0
10,6,1,0,4,0,12,0,28.1,25.5,0
17,5,1,0,1,3,9,1,10.6,57.3,2
11,6,1,0,4,2,17,1,38.8,39.2,1
16,5,1,0,3,0,11,1,11.0,48.1,1
18,0,0,1,3,1,6,1,15.4,81.1,1
12,4,0,0,2,1,6,0,17.1,60.8,2
14,6,1,0,0,4,10,0,15.5,37.8,0
11,4,0,0,2,1,8,0,13.6,46.6,1
7,3,0,1,3,1,4,1,13.2,76.2,0
18,1,0,1,1,2,10,0,17.2,76.0,2
7,2,0,1,3,1,3,1,6.1,71.4,2
18,4,0,1,1,3,3,1,15.0,79.6,0
8,2,0,0,4,4,1,0,5,28.9,0
9,5,1,0,0,2,8,0,24.2,54.1,0
8,3,0,1,0,1,6,0,9.1,59.2,2
12,4,0,0,2,1,12,0,9.6,67.9,1
11,3,0,0,0,4,7,0,15.7,23.0,0
11,6,1,0,2,4,16,1,33.7,66.5,1
7,4,0,1,0,1,4,0,5,84.6,0
16,6,1,0,2,0,15,0,18.8,34.5,0
13,4,0,0,1,4,6,0,5,18.6,0
12,6,1,0,2,4,18,1,36.6,28.4,0
17,2,0,1,0,1,2,0,8.2,91.1,0
17,4,0,1,0,1,6,0,7.8,66.4,0
18,6,1,0,2,4,12,1,37.6,21.9,2
14,6,1,0,2,3,9,1,18.8,42.0,0
18,0,0,1,1,0,5,0,5,85.6,0
12,4,0,0,3,1,5,0,11.4,50.7,1
19,1,0,1,1,0,5,0,5,84.8,0
10,5,1,0,4,3,14,1,24.7,57.2,1
12,1,0,0,4,4,1,0,5,28.4,1
13,6,1,0,0,3,10,1,13.5,41.2,0
7,1,0,1,2,1,9,0,11.9,60.3,1
9,1,0,0,4,0,10,0,19.7,28.2,1
6,4,0,0,0,1,5,0,7.4,62.6,1
18,3,0,1,1,2,8,0,16.6,73.7,0
14,6,1,0,3,4,14,1,20.2,76.0,0
12,6,1,0,2,1,2,0,7.0,48.7,1
10,5,1,0,1,0,9,0,10.3,49.0,1
18,5,1,0,4,0,16,1,26.9,32.2,1
10,1,0,0,3,1,4,0,6.9,69.3,0
9,6,1,0,1,2,8,0,13.2,53.9,1
8,3,0,1,1,2,9,0,22.1,83.6,0
8,4,0,1,3,1,2,1,9.5,92.4,0
18,3,0,1,1,3,8,1,6.8,90.3,1
17,1,0,1,0,1,10,0,8.9,89.6,0
14,6,1,0,2,3,20,1,9.4,35.9,2
19,6,1,0,0,2,11,0,21.2,30.4,0
8,0,0,1,0,1,5,0,12.7,93.5,0
18,3,0,1,2,1,9,0,16.1,76.8,1
8,3,0,1,3,1,8,1,14.1,74.8,0
10,5,1,0,1,3,1,1,9.7,29.8,1
13,5,1,0,4,2,18,1,30.7,49.1,0
18,1,0,1,2,1,3,0,17.7,100,0
6,4,0,0,0,1,5,0,9.8,49.3,0
19,6,1,0,2,3,10,1,20.8,51.6,1
16,6,1,0,3,4,19,1,18.6,42.5,0
6,2,0,0,3,1,6,0,4.3,43.0,1
13,5,1,0,2,3,13,1,11.4,46.3,0
8,2,0,0,1,4,7,0,16.4,27.5,1
17,6,1,0,2,1,11,0,11.9,33.3,0
11,5,1,0,1,3,1,1,3,24.6,1
15,6,1,0,4,1,7,1,11.4,47.7,0
18,3,0,1,3,1,4,1,14.9,60.0,1
15,5,1,0,1,3,1,1,18.6,48.7,0
11,6,1,0,2,0,11,0,21.0,40.5,0
19,5,1,0,4,3,16,1,26.4,37.7,0
10,2,0,0,3,1,5,0,4.8,54.5,0
8,0,0,1,3,1,2,1,10.2,79.3,0
12,5,1,0,0,4,11,1,27.1,34.2,0
9,0,0,1,1,2,7,0,17.4,82.5,0
13,6,1,0,3,2,14,1,18.5,68.1,1
13,5,1,0,4,0,14,1,25.7,52.4,0
7,1,0,1,0,1,7,0,5.5,56.7,0
8,2,0,1,1,2,4,0,16.6,75.2,1
18,4,0,1,1,2,5,0,16.8,91.5,1
9,5,1,0,2,4,20,1,31.9,45.4,0
16,5,1,0,3,1,6,1,17.2,60.0,1
8,1,0,1,1,2,5,0,13.1,72.9,0
18,0,0,1,1,3,7,1,7.1,83.9,2
7,1,0,1,1,0,7,0,8.9,72.1,0
18,2,0,1,1,2,9,0,6.4,98.5,2
13,5,1,0,4,3,20,1,21.4,46.1,0
18,0,0,1,2,1,8,0,9.6,89.7,2
15,6,1,0,1,4,5,1,15.6,52.7,0
11,3,0,0,4,4,2,0,8.9,45.5,1
19,1,0,1,2,1,5,0,16.0,87.4,1
18,2,0,1,3,1,4,1,10.1,72.0,0
6,4,0,0,0,1,5,0,9.9,67.1,2
18,6,1,0,3,0,7,1,17.2,29.2,1
19,6,1,0,1,4,9,1,22.6,29.4,0
7,3,0,1,0,1,9,0,8.8,83.8,2
8,2,0,1,3,1,4,1,15.0,99.3,1
19,3,0,1,1,0,3,0,11.8,82.4,1
8,4,0,1,3,1,5,1,15.2,95.4,0
19,0,0,1,0,1,7,0,9.8,89.7,2
13,2,0,0,4,4,1,0,5,33.7,1
16,5,1,0,4,4,2,0,5,60.2,0
17,1,0,1,0,1,2,0,6.4,69.9,0
19,6,1,0,2,4,14,1,35.1,42.3,1
12,6,1,0,3,1,8,1,11.1,66.9,1
10,5,1,0,4,0,4,0,18.7,26.7,0
12,0,0,0,2,1,9,0,12.1,50.6,0
18,1,0,1,2,1,9,0,12.7,75.8,0
17,4,0,1,1,3,4,1,9.7,78.9,0
18,3,0,1,1,0,2,0,5,84.5,0
11,4,0,0,4,1,11,0,19.3,18.4,0
7,3,0,1,2,1,10,0,15.4,49.1,0
17,2,0,1,3,1,4,1,5.6,85.6,1
7,3,0,1,1,3,8,1,10.4,64.6,1
8,0,0,1,3,1,2,1,7.1,79.0,1
7,4,0,1,0,1,7,0,13.9,52.7,1
9,5,1,0,0,4,13,1,10.5,32.8,0
14,6,1,0,1,0,7,0,9.0,44.7,2
12,6,1,0,3,1,1,1,7.2,55.4,1
17,0,0,1,0,1,4,0,7.6,100,0
11,5,1,0,4,1,9,1,19.7,35.0,2
8,3,0,1,2,1,11,0,9.0,87.2,0
8,2,0,1,0,1,7,0,11.3,70.0,1
18,2,0,1,2,1,8,0,17.3,83.3,0
7,2,0,1,2,1,9,0,19.8,71.2,0
6,1,0,0,2,1,6,0,20.3,40.4,0
13,5,1,0,4,3,12,1,22.2,51.8,2
10,1,0,0,0,1,4,0,10.4,66.4,2
18,2,0,1,0,1,5,0,5.5,99.6,1
18,6,1,0,1,4,8,1,24.4,47.4,0
13,4,0,0,0,4,15,0,20.0,33.4,1
17,0,0,1,2,1,4,0,16.5,88.1,1
19,4,0,1,1,0,10,0,17.6,79.6,0
11,3,0,0,0,1,4,0,11.9,76.2,0
6,4,0,0,0,1,6,0,12.3,70.7,1
7,2,0,1,3,1,8,1,10.8,79.8,1
7,1,0,1,0,1,3,0,11.1,52.6,1
6,1,0,0,3,1,1,0,7.8,35.8,1
17,3,0,1,2,1,8,0,10.4,96.5,0
7,1,0,1,1,3,7,1,15.9,100,0
17,5,1,0,2,1,4,0,20.4,33.4,1
18,6,1,0,2,1,7,0,14.6,33.2,1
16,5,1,0,4,2,20,1,31.8,22.6,0
8,2,0,1,1,2,8,0,14.4,90.4,2
7,1,0,1,0,1,5,0,8.8,84.8,0
19,5,1,0,3,1,3,1,12.0,18.4,1
8,4,0,1,1,2,5,0,12.3,83.1,1
17,5,1,0,4,2,18,1,25.8,67.1,1
13,6,1,0,3,4,16,1,22.0,64.6,0
11,5,1,0,3,4,11,1,27.4,50.0,0
18,2,0,1,0,1,5,0,12.4,86.7,1
6,4,0,0,0,1,6,0,8.0,47.9,1
15,0,0,0,1,4,11,0,25.4,36.1,0
8,1,0,1,0,1,7,0,7.7,67.7,0
10,3,0,0,4,1,11,0,19.1,30.3,1
8,2,0,1,1,0,8,0,7.9,80.9,0
17,3,0,1,2,1,3,0,22.0,74.9,0
6,1,0,0,0,1,4,0,11.2,51.0,0
14,3,0,0,4,1,8,0,17.0,29.4,0
17,3,0,1,1,2,7,0,14.2,67.3,0
7,4,0,1,0,1,4,0,3.2,30.9,1
13,6,1,0,4,0,16,0,11.8,42.8,1
7,1,0,1,0,1,6,0,9.1,69.0,0
16,5,1,0,2,4,20,1,35.0,38.0,2
15,3,0,0,4,4,2,0,5,40.7,1
8,3,0,1,3,1,5,1,9.0,69.7,1
9,3,0,0,0,4,13,0,15.8,10.9,0
16,5,1,0,1,0,5,0,3,69.8,1
16,2,0,0,4,4,2,0,5.7,29.8,0
8,4,0,1,3,1,6,1,12.1,70.8,0
11,1,0,0,1,4,3,0,22.7,27.2,2
19,5,1,0,1,3,5,1,16.3,54.6,0
9,0,0,1,1,2,10,0,17.8,82.5,0
18,6,1,0,3,4,15,1,21.1,53.3,0
9,3,0,1,0,1,6,0,8.8,85.8,0
8,3,0,1,2,1,8,0,14.2,56.0,0
8,4,0,1,2,1,10,0,10.4,66.2,0
8,0,0,1,3,1,4,1,13.9,90.9,2
13,5,1,0,0,3,14,1,17.8,49.6,0
11,5,1,0,4,0,13,0,19.7,63.4,0
11,6,1,0,4,2,18,1,30.7,20.3,0
17,1,0,1,3,1,3,1,15.5,86.9,0
12,3,0,0,3,1,6,0,3,59.0,1
12,6,1,0,3,2,14,1,22.1,33.8,1
8,2,0,1,0,1,8,0,7.4,67.6,1
13,6,1,0,2,1,3,0,13.0,29.5,2
18,0,0,1,2,1,8,0,17.0,88.4,0
17,3,0,1,3,1,4,1,18.6,84.5,1
12,5,1,0,4,4,1,0,5,55.0,0
8,2,0,1,1,3,2,1,9.1,100,1
8,2,0,1,3,1,6,0,9.1,53.0,0
7,4,0,1,2,1,8,0,14.1,74.5,0
7,2,0,1,3,1,8,1,9.7,80.1,0
6,4,0,0,0,1,9,0,6.3,45.1,2
15,4,0,0,4,0,11,0,28.2,40.1,0
6,3,0,0,0,1,5,0,8.9,67.5,0
6,2,0,0,0,1,6,0,8.8,64.4,2
6,4,0,0,0,1,4,0,5.3,56.5,0
17,4,0,1,2,1,9,0,9.3,82.2,0
11,6,1,0,3,4,12,1,17.0,22.2,1
19,1,0,1,0,1,6,0,18.9,77.1,0
12,6,1,0,4,0,11,1,22.1,35.9,0
16,6,1,0,4,1,8,1,20.5,16.8,2
8,4,0,1,3,1,3,1,13.6,96.6,0
9,3,0,1,2,1,9,0,18.3,78.0,1
15,6,1,0,1,0,9,0,3,39.4,0
19,1,0,1,1,3,7,1,16.9,81.8,0
16,6,1,0,2,3,13,1,27.3,60.2,1
18,1,0,1,2,1,10,0,13.8,82.8,0
8,1,0,1,2,1,7,0,13.4,84.0,2
8,1,0,1,0,1,5,0,6.4,80.4,0
15,5,1,0,1,4,5,1,22.3,10.9,0
13,5,1,0,4,4,1,0,5,26.0,0
10,5,1,0,3,4,18,1,33.4,15.5,0
12,6,1,0,4,2,13,1,30.6,42.4,1
17,0,0,1,1,0,4,0,5,82.3,1
14,6,1,0,2,3,14,1,25.7,62.9,0
14,4,0,0,4,4,1,0,5,48.2,0
9,3,0,0,4,4,2,0,5,19.7,0
9,6,1,0,4,1,11,1,15.4,54.0,1
13,1,0,0,4,1,6,0,17.9,32.3,0
8,2,0,1,2,1,9,0,10.5,96.0,0
15,6,1,0,2,0,12,0,17.5,47.6,1
14,1,0,0,1,4,12,0,19.0,51.4,1
13,5,1,0,2,4,18,1,43.9,44.1,2
8,1,0,1,0,1,6,0,5.3,82.3,0
7,0,0,1,3,1,8,0,6.3,75.8,0
7,1,0,1,3,1,3,0,3,78.4,0
18,2,0,1,3,1,4,1,10.8,79.3,0
18,6,1,0,4,3,16,1,25.6,42.0,0
18,3,0,1,1,2,8,0,10.1,80.4,1
18,2,0,1,2,1,8,0,15.2,72.7,1
9,3,0,1,1,0,4,0,9.3,81.6,2
9,6,1,0,2,4,18,1,30.3,36.9,0
7,4,0,1,2,1,7,0,14.5,23.0,0
12,6,1,0,2,1,5,0,11.8,39.5,2
7,0,0,1,3,1,3,1,16.2,80.5,1
19,6,1,0,2,0,13,0,18.6,37.6,0
6,1,0,0,3,1,8,0,8.2,62.4,1
14,6,1,0,2,3,13,1,22.1,27.3,0
10,6,1,0,2,0,16,0,18.4,59.9,0
11,1,0,0,4,1,9,0,15.2,53.1,0
7,2,0,1,2,1,6,0,12.9,98.2,0
15,5,1,0,0,4,13,1,17.5,44.6,1
14,5,1,0,1,2,8,0,10.4,51.0,0
6,0,0,0,0,1,8,0,11.1,46.1,1
11,4,0,0,4,0,12,0,15.7,5,0
10,6,1,0,4,3,12,1,30.6,61.6,0
9,1,0,1,2,1,7,0,12.9,75.2,0
13,5,1,0,1,4,6,1,25.2,32.6,0
12,0,0,0,4,4,1,0,7.3,23.4,1
10,6,1,0,3,0,5,1,13.7,22.0,1
15,6,1,0,1,0,2,0,5.2,50.4,0
18,1,0,1,1,0,7,0,5.4,79.1,1
6,1,0,0,0,1,4,0,4.5,50.9,1
8,3,0,1,0,1,3,0,6.2,87.1,0
12,5,1,0,1,3,2,1,10.9,42.7,0
8,1,0,1,2,1,6,0,13.6,100,2
19,4,0,1,0,1,4,0,14.9,85.9,0
12,5,1,0,1,2,11,0,18.6,43.4,0
18,1,0,1,1,3,4,1,5,90.3,1
18,4,0,1,1,0,4,0,5.7,99.1,0
11,5,1,0,1,4,11,1,22.2,54.6,2
17,4,0,1,1,0,8,0,14.9,79.1,0
11,3,0,0,3,1,3,0,9.6,61.9,0
8,0,0,1,1,0,6,0,7.8,95.1,2
7,2,0,1,0,1,6,0,7.4,59.7,1
7,1,0,1,3,1,8,1,11.3,87.9,0
6,4,0,0,2,1,9,0,9.9,68.2,0
18,2,0,1,0,1,4,0,13.3,67.6,0
17,6,1,0,3,2,17,1,20.5,10,1
8,3,0,1,0,1,8,0,4.6,56.4,1
11,2,0,0,0,1,5,0,7.1,60.2,1
17,6,1,0,3,2,10,1,29.6,10,0
10,1,0,0,0,1,5,0,4.2,40.7,1
8,1,0,1,0,1,6,0,7.5,98.9,0
12,3,0,0,4,4,1,0,13.5,39.8,0
9,0,0,0,4,4,1,0,5,52.5,0
7,3,0,1,1,3,4,1,8.3,84.2,1
16,6,1,0,0,4,15,0,22.1,52.4,2
19,2,0,1,1,0,2,0,6.5,91.4,0
11,1,0,0,0,1,6,0,6.4,32.5,0
6,1,0,0,3,1,2,0,9.7,68.0,1
8,1,0,1,0,1,6,0,6.4,62.0,0
17,0,0,1,2,1,5,0,9.9,79.1,2
18,2,0,1,1,2,7,0,20.4,75.1,2
14,5,1,0,0,1,7,0,8.6,51.2,2
10,5,1,0,2,1,11,0,9.7,36.3,0
15,1,0,0,4,1,9,0,19.9,54.5,1
10,4,0,0,2,1,10,0,12.5,53.2,1
6,1,0,0,3,1,5,0,7.7,44.4,2
12,6,1,0,3,1,7,1,9.4,47.7,1
9,6,1,0,2,4,20,1,26.7,27.8,2
17,4,0,1,0,1,3,0,10.2,80.7,2
18,2,0,1,2,1,7,0,18.0,76.9,1
7,1,0,1,3,1,2,1,23.2,81.3,0
16,6,1,0,3,2,13,1,14.5,62.8,0
6,4,0,0,0,1,7,0,9.0,69.2,1
8,1,0,1,2,1,9,0,14.0,73.6,0
11,0,0,0,3,1,3,0,4.3,59.2,0
7,4,0,1,1,2,7,0,13.0,94.7,1
13,6,1,0,3,4,12,1,31.1,35.1,0
10,5,1,0,4,3,14,1,24.0,57.6,2
17,4,0,1,1,3,4,1,11.0,83.5,1
17,1,0,1,0,1,2,0,13.5,71.5,1
18,0,0,1,3,1,7,1,9.8,69.4,1
18,4,0,1,0,1,3,0,7.2,92.0,0
14,5,1,0,2,0,13,0,26.9,53.1,0
18,0,0,1,1,0,3,0,13.0,58.5,0
7,0,0,1,0,1,4,0,4.7,59.6,0
17,0,0,1,2,1,9,0,13.8,94.2,0
19,0,0,1,0,1,3,0,6.9,87.5,0
6,3,0,0,3,1,1,0,8.0,75.3,0
10,1,0,0,0,1,7,0,5.0,56.8,2
11,5,1,0,0,1,6,0,9.2,50.1,0
8,0,0,1,0,1,4,0,8.7,61.7,1
12,5,1,0,4,1,10,0,21.1,36.0,0
16,5,1,0,1,0,4,0,3.6,11.7,0
6,1,0,0,3,1,6,0,8.0,56.4,0
16,5,1,0,1,2,3,0,4.9,66.1,0
17,4,0,1,0,1,2,0,7.2,90.4,0
8,3,0,1,1,3,7,1,13.4,77.4,1
18,5,1,0,0,3,6,1,9.9,57.8,0
12,6,1,0,3,2,10,1,23.1,38.8,0
10,4,0,0,3,1,1,0,5.8,62.1,0
9,6,1,0,3,2,13,1,8.1,35.3,0
14,4,0,0,0,4,13,0,20.8,19.7,0
9,6,1,0,3,2,10,1,19.0,48.5,2
18,1,0,1,3,1,4,1,17.0,93.5,1
12,6,1,0,2,4,19,1,31.7,42.7,1
18,1,0,1,1,3,3,1,15.6,100,2
18,2,0,1,2,1,5,0,16.7,94.0,1
17,0,0,1,2,1,5,0,14.0,78.4,1
12,6,1,0,1,4,11,1,9.8,48.9,0
18,1,0,1,0,1,2,0,9.5,72.9,1
17,1,0,1,0,1,8,0,7.2,90.7,1
8,0,0,1,1,0,9,0,11.1,85.4,0
15,5,1,0,1,4,10,0,17.4,46.6,2
7,2,0,1,3,1,5,1,19.8,79.4,1
11,3,0,0,0,1,7,0,7.8,76.1,2
6,4,0,0,0,1,6,0,7.5,43.6,0
19,5,1,0,1,0,9,0,7.8,45.4,1
9,1,0,1,2,1,7,0,9.8,79.7,2
19,2,0,1,3,1,5,1,10.8,78.4,1
12,3,0,0,3,1,4,0,5.3,67.0,1
9,5,1,0,1,3,1,1,8.8,42.3,0
6,4,0,0,0,1,8,0,5.2,59.2,2
8,2,0,1,1,3,6,1,12.6,63.7,1
9,2,0,1,1,3,5,1,11.0,77.9,0
8,3,0,1,0,1,6,0,6.7,82.5,0
9,0,0,1,2,1,5,0,16.2,91.5,0
18,6,1,0,0,3,4,1,21.9,75.7,1
12,6,1,0,0,2,12,0,27.6,22.2,0
18,2,0,1,1,0,4,0,11.5,93.4,1
11,6,1,0,1,0,5,0,13.2,49.7,2
6,0,0,0,0,1,6,0,6.2,71.7,1
15,5,1,0,0,3,6,1,16.9,61.6,0
7,4,0,1,2,1,5,0,11.6,79.7,0
8,4,0,1,2,1,8,0,16.3,65.5,1
19,5,1,0,2,3,11,1,15.2,39.3,2
8,0,0,1,2,1,9,0,8.1,67.4,0
15,5,1,0,0,3,14,1,16.4,49.4,1
6,2,0,0,2,1,5,0,16.3,63.2,0
18,1,0,1,3,1,6,1,13.1,87.1,0
7,4,0,1,1,3,3,1,12.6,86.3,0
17,3,0,1,1,3,6,1,11.3,86.3,0
18,1,0,1,2,1,6,0,14.7,90.1,0
8,1,0,1,3,1,8,1,8.0,77.8,0
16,2,0,0,4,4,1,0,6.3,47.1,0
8,4,0,1,1,2,9,0,15.6,95.1,0
18,4,0,1,3,1,5,1,10.0,79.8,1
10,2,0,0,4,0,10,0,11.3,43.0,0
10,4,0,0,3,1,5,0,6.7,41.5,0
9,0,0,1,3,1,5,1,12.9,79.8,1
11,3,0,0,4,1,11,0,22.2,49.4,0
14,6,1,0,1,3,5,1,13.8,33.1,0
13,6,1,0,2,1,12,0,14.4,36.9,0
9,6,1,0,2,3,11,1,21.3,38.6,1
